Site,Phase,Duration (s),Start,End,Gapped,date,start_time,day
1800,<A>,121,2021-09-05T00:00:13-04:00[America/New_York],2021-09-05T00:02:14-04:00[America/New_York],Yes,2021-09-05,13,Sunday
1800,B,15,2021-09-05T00:02:14-04:00[America/New_York],2021-09-05T00:02:29-04:00[America/New_York],Yes,2021-09-05,134,Sunday
1800,<A>,184,2021-09-05T00:02:29-04:00[America/New_York],2021-09-05T00:05:33-04:00[America/New_York],NA,2021-09-05,149,Sunday
1800,B,15,2021-09-05T00:05:33-04:00[America/New_York],2021-09-05T00:05:48-04:00[America/New_York],Yes,2021-09-05,333,Sunday
1800,<A>,601,2021-09-05T00:05:48-04:00[America/New_York],2021-09-05T00:15:49-04:00[America/New_York],NA,2021-09-05,348,Sunday
1800,B,15,2021-09-05T00:15:49-04:00[America/New_York],2021-09-05T00:16:04-04:00[America/New_York],Yes,2021-09-05,949,Sunday
1800,<A>,222,2021-09-05T00:16:04-04:00[America/New_York],2021-09-05T00:19:46-04:00[America/New_York],Yes,2021-09-05,964,Sunday
1800,B,15,2021-09-05T00:19:46-04:00[America/New_York],2021-09-05T00:20:01-04:00[America/New_York],Yes,2021-09-05,1186,Sunday
1800,<A>,40,2021-09-05T00:20:01-04:00[America/New_York],2021-09-05T00:20:41-04:00[America/New_York],Yes,2021-09-05,1201,Sunday
1800,B,15,2021-09-05T00:20:41-04:00[America/New_York],2021-09-05T00:20:56-04:00[America/New_York],Yes,2021-09-05,1241,Sunday
1800,<A>,141,2021-09-05T00:20:56-04:00[America/New_York],2021-09-05T00:23:17-04:00[America/New_York],Yes,2021-09-05,1256,Sunday
1800,B,18,2021-09-05T00:23:17-04:00[America/New_York],2021-09-05T00:23:35-04:00[America/New_York],Yes,2021-09-05,1397,Sunday
1800,<A>,109,2021-09-05T00:23:35-04:00[America/New_York],2021-09-05T00:25:24-04:00[America/New_York],Yes,2021-09-05,1415,Sunday
1800,B,15,2021-09-05T00:25:24-04:00[America/New_York],2021-09-05T00:25:39-04:00[America/New_York],Yes,2021-09-05,1524,Sunday
1800,<A>,463,2021-09-05T00:25:39-04:00[America/New_York],2021-09-05T00:33:22-04:00[America/New_York],NA,2021-09-05,1539,Sunday
1800,B,15,2021-09-05T00:33:22-04:00[America/New_York],2021-09-05T00:33:37-04:00[America/New_York],Yes,2021-09-05,2002,Sunday
1800,<A>,257,2021-09-05T00:33:37-04:00[America/New_York],2021-09-05T00:37:54-04:00[America/New_York],Yes,2021-09-05,2017,Sunday
1800,B,15,2021-09-05T00:37:54-04:00[America/New_York],2021-09-05T00:38:09-04:00[America/New_York],Yes,2021-09-05,2274,Sunday
1800,<A>,222,2021-09-05T00:38:09-04:00[America/New_York],2021-09-05T00:41:51-04:00[America/New_York],Yes,2021-09-05,2289,Sunday
1800,B,15,2021-09-05T00:41:51-04:00[America/New_York],2021-09-05T00:42:06-04:00[America/New_York],Yes,2021-09-05,2511,Sunday
1800,<A>,82,2021-09-05T00:42:06-04:00[America/New_York],2021-09-05T00:43:28-04:00[America/New_York],NA,2021-09-05,2526,Sunday
1800,B,15,2021-09-05T00:43:28-04:00[America/New_York],2021-09-05T00:43:43-04:00[America/New_York],Yes,2021-09-05,2608,Sunday
1800,<A>,795,2021-09-05T00:43:43-04:00[America/New_York],2021-09-05T00:56:58-04:00[America/New_York],Yes,2021-09-05,2623,Sunday
1800,B,15,2021-09-05T00:56:58-04:00[America/New_York],2021-09-05T00:57:13-04:00[America/New_York],Yes,2021-09-05,3418,Sunday
1800,<A>,351,2021-09-05T00:57:13-04:00[America/New_York],2021-09-05T01:03:04-04:00[America/New_York],Yes,2021-09-05,3433,Sunday
1800,B,15,2021-09-05T01:03:04-04:00[America/New_York],2021-09-05T01:03:19-04:00[America/New_York],Yes,2021-09-05,3784,Sunday
1800,<A>,261,2021-09-05T01:03:19-04:00[America/New_York],2021-09-05T01:07:40-04:00[America/New_York],NA,2021-09-05,3799,Sunday
1800,B,16,2021-09-05T01:07:40-04:00[America/New_York],2021-09-05T01:07:56-04:00[America/New_York],Yes,2021-09-05,4060,Sunday
1800,<A>,554,2021-09-05T01:07:56-04:00[America/New_York],2021-09-05T01:17:10-04:00[America/New_York],NA,2021-09-05,4076,Sunday
1800,B,15,2021-09-05T01:17:10-04:00[America/New_York],2021-09-05T01:17:25-04:00[America/New_York],Yes,2021-09-05,4630,Sunday
1800,<A>,401,2021-09-05T01:17:25-04:00[America/New_York],2021-09-05T01:24:06-04:00[America/New_York],Yes,2021-09-05,4645,Sunday
1800,B,15,2021-09-05T01:24:06-04:00[America/New_York],2021-09-05T01:24:21-04:00[America/New_York],Yes,2021-09-05,5046,Sunday
1800,<A>,895,2021-09-05T01:24:21-04:00[America/New_York],2021-09-05T01:39:16-04:00[America/New_York],Yes,2021-09-05,5061,Sunday
1800,B,15,2021-09-05T01:39:16-04:00[America/New_York],2021-09-05T01:39:31-04:00[America/New_York],Yes,2021-09-05,5956,Sunday
1800,<A>,654,2021-09-05T01:39:31-04:00[America/New_York],2021-09-05T01:50:25-04:00[America/New_York],NA,2021-09-05,5971,Sunday
1800,B,15,2021-09-05T01:50:25-04:00[America/New_York],2021-09-05T01:50:40-04:00[America/New_York],Yes,2021-09-05,6625,Sunday
1800,<A>,760,2021-09-05T01:50:40-04:00[America/New_York],2021-09-05T02:03:20-04:00[America/New_York],NA,2021-09-05,6640,Sunday
1800,B,15,2021-09-05T02:03:20-04:00[America/New_York],2021-09-05T02:03:35-04:00[America/New_York],Yes,2021-09-05,7400,Sunday
1800,<A>,291,2021-09-05T02:03:35-04:00[America/New_York],2021-09-05T02:08:26-04:00[America/New_York],NA,2021-09-05,7415,Sunday
1800,B,15,2021-09-05T02:08:26-04:00[America/New_York],2021-09-05T02:08:41-04:00[America/New_York],Yes,2021-09-05,7706,Sunday
1800,<A>,916,2021-09-05T02:08:41-04:00[America/New_York],2021-09-05T02:23:57-04:00[America/New_York],Yes,2021-09-05,7721,Sunday
1800,B,16,2021-09-05T02:23:57-04:00[America/New_York],2021-09-05T02:24:13-04:00[America/New_York],Yes,2021-09-05,8637,Sunday
1800,<A>,1278,2021-09-05T02:24:13-04:00[America/New_York],2021-09-05T02:45:31-04:00[America/New_York],Yes,2021-09-05,8653,Sunday
1800,B,15,2021-09-05T02:45:31-04:00[America/New_York],2021-09-05T02:45:46-04:00[America/New_York],Yes,2021-09-05,9931,Sunday
1800,<A>,1873,2021-09-05T02:45:46-04:00[America/New_York],2021-09-05T03:16:59-04:00[America/New_York],Yes,2021-09-05,9946,Sunday
1800,B,15,2021-09-05T03:16:59-04:00[America/New_York],2021-09-05T03:17:14-04:00[America/New_York],Yes,2021-09-05,11819,Sunday
1800,<A>,251,2021-09-05T03:17:14-04:00[America/New_York],2021-09-05T03:21:25-04:00[America/New_York],Yes,2021-09-05,11834,Sunday
1800,B,15,2021-09-05T03:21:25-04:00[America/New_York],2021-09-05T03:21:40-04:00[America/New_York],Yes,2021-09-05,12085,Sunday
1800,<A>,104,2021-09-05T03:21:40-04:00[America/New_York],2021-09-05T03:23:24-04:00[America/New_York],NA,2021-09-05,12100,Sunday
1800,B,16,2021-09-05T03:23:24-04:00[America/New_York],2021-09-05T03:23:40-04:00[America/New_York],Yes,2021-09-05,12204,Sunday
