Site,Phase,Duration (s),Start,End,Gapped,date,start_time,day
1800,<A>,629,2020-12-22T00:01:11-05:00[America/New_York],2020-12-22T00:11:40-05:00[America/New_York],Yes,2020-12-22,71,Tuesday
1800,B,15,2020-12-22T00:11:40-05:00[America/New_York],2020-12-22T00:11:55-05:00[America/New_York],Yes,2020-12-22,700,Tuesday
1800,<A>,259,2020-12-22T00:11:55-05:00[America/New_York],2020-12-22T00:16:14-05:00[America/New_York],Yes,2020-12-22,715,Tuesday
1800,B,16,2020-12-22T00:16:14-05:00[America/New_York],2020-12-22T00:16:30-05:00[America/New_York],Yes,2020-12-22,974,Tuesday
1800,<A>,102,2020-12-22T00:16:30-05:00[America/New_York],2020-12-22T00:18:12-05:00[America/New_York],NA,2020-12-22,990,Tuesday
1800,B,15,2020-12-22T00:18:12-05:00[America/New_York],2020-12-22T00:18:27-05:00[America/New_York],Yes,2020-12-22,1092,Tuesday
1800,<A>,935,2020-12-22T00:18:27-05:00[America/New_York],2020-12-22T00:34:02-05:00[America/New_York],NA,2020-12-22,1107,Tuesday
1800,B,15,2020-12-22T00:34:02-05:00[America/New_York],2020-12-22T00:34:17-05:00[America/New_York],Yes,2020-12-22,2042,Tuesday
1800,<A>,321,2020-12-22T00:34:17-05:00[America/New_York],2020-12-22T00:39:38-05:00[America/New_York],Yes,2020-12-22,2057,Tuesday
1800,B,16,2020-12-22T00:39:38-05:00[America/New_York],2020-12-22T00:39:54-05:00[America/New_York],Yes,2020-12-22,2378,Tuesday
1800,<A>,171,2020-12-22T00:39:54-05:00[America/New_York],2020-12-22T00:42:45-05:00[America/New_York],NA,2020-12-22,2394,Tuesday
1800,B,15,2020-12-22T00:42:45-05:00[America/New_York],2020-12-22T00:43:00-05:00[America/New_York],Yes,2020-12-22,2565,Tuesday
1800,<A>,285,2020-12-22T00:43:00-05:00[America/New_York],2020-12-22T00:47:45-05:00[America/New_York],NA,2020-12-22,2580,Tuesday
1800,B,15,2020-12-22T00:47:45-05:00[America/New_York],2020-12-22T00:48:00-05:00[America/New_York],Yes,2020-12-22,2865,Tuesday
1800,<A>,79,2020-12-22T00:48:00-05:00[America/New_York],2020-12-22T00:49:19-05:00[America/New_York],NA,2020-12-22,2880,Tuesday
1800,B,15,2020-12-22T00:49:19-05:00[America/New_York],2020-12-22T00:49:34-05:00[America/New_York],Yes,2020-12-22,2959,Tuesday
1800,<A>,7676,2020-12-22T00:49:34-05:00[America/New_York],2020-12-22T02:57:30-05:00[America/New_York],NA,2020-12-22,2974,Tuesday
1800,B,15,2020-12-22T02:57:30-05:00[America/New_York],2020-12-22T02:57:45-05:00[America/New_York],Yes,2020-12-22,10650,Tuesday
1800,<A>,998,2020-12-22T02:57:45-05:00[America/New_York],2020-12-22T03:14:23-05:00[America/New_York],Yes,2020-12-22,10665,Tuesday
1800,B,16,2020-12-22T03:14:23-05:00[America/New_York],2020-12-22T03:14:39-05:00[America/New_York],Yes,2020-12-22,11663,Tuesday
1800,<A>,3472,2020-12-22T03:14:39-05:00[America/New_York],2020-12-22T04:12:31-05:00[America/New_York],Yes,2020-12-22,11679,Tuesday
1800,B,21,2020-12-22T04:12:31-05:00[America/New_York],2020-12-22T04:12:52-05:00[America/New_York],Yes,2020-12-22,15151,Tuesday
1800,<A>,1044,2020-12-22T04:12:52-05:00[America/New_York],2020-12-22T04:30:16-05:00[America/New_York],NA,2020-12-22,15172,Tuesday
1800,B,15,2020-12-22T04:30:16-05:00[America/New_York],2020-12-22T04:30:31-05:00[America/New_York],Yes,2020-12-22,16216,Tuesday
1800,<A>,216,2020-12-22T04:30:31-05:00[America/New_York],2020-12-22T04:34:07-05:00[America/New_York],Yes,2020-12-22,16231,Tuesday
1800,B,15,2020-12-22T04:34:07-05:00[America/New_York],2020-12-22T04:34:22-05:00[America/New_York],Yes,2020-12-22,16447,Tuesday
1800,<A>,467,2020-12-22T04:34:22-05:00[America/New_York],2020-12-22T04:42:09-05:00[America/New_York],NA,2020-12-22,16462,Tuesday
1800,B,15,2020-12-22T04:42:09-05:00[America/New_York],2020-12-22T04:42:24-05:00[America/New_York],Yes,2020-12-22,16929,Tuesday
1800,<A>,575,2020-12-22T04:42:24-05:00[America/New_York],2020-12-22T04:51:59-05:00[America/New_York],NA,2020-12-22,16944,Tuesday
1800,B,15,2020-12-22T04:51:59-05:00[America/New_York],2020-12-22T04:52:14-05:00[America/New_York],Yes,2020-12-22,17519,Tuesday
1800,<A>,287,2020-12-22T04:52:14-05:00[America/New_York],2020-12-22T04:57:01-05:00[America/New_York],NA,2020-12-22,17534,Tuesday
1800,B,16,2020-12-22T04:57:01-05:00[America/New_York],2020-12-22T04:57:17-05:00[America/New_York],Yes,2020-12-22,17821,Tuesday
1800,<A>,57,2020-12-22T04:57:17-05:00[America/New_York],2020-12-22T04:58:14-05:00[America/New_York],Yes,2020-12-22,17837,Tuesday
1800,B,15,2020-12-22T04:58:14-05:00[America/New_York],2020-12-22T04:58:29-05:00[America/New_York],Yes,2020-12-22,17894,Tuesday
1800,<A>,48,2020-12-22T04:58:29-05:00[America/New_York],2020-12-22T04:59:17-05:00[America/New_York],Yes,2020-12-22,17909,Tuesday
1800,B,15,2020-12-22T04:59:17-05:00[America/New_York],2020-12-22T04:59:32-05:00[America/New_York],Yes,2020-12-22,17957,Tuesday
1800,<A>,40,2020-12-22T04:59:32-05:00[America/New_York],2020-12-22T05:00:12-05:00[America/New_York],Yes,2020-12-22,17972,Tuesday
1800,B,16,2020-12-22T05:00:12-05:00[America/New_York],2020-12-22T05:00:28-05:00[America/New_York],Yes,2020-12-22,18012,Tuesday
1800,<A>,535,2020-12-22T05:00:28-05:00[America/New_York],2020-12-22T05:09:23-05:00[America/New_York],Yes,2020-12-22,18028,Tuesday
1800,B,15,2020-12-22T05:09:23-05:00[America/New_York],2020-12-22T05:09:38-05:00[America/New_York],Yes,2020-12-22,18563,Tuesday
1800,<A>,945,2020-12-22T05:09:38-05:00[America/New_York],2020-12-22T05:25:23-05:00[America/New_York],NA,2020-12-22,18578,Tuesday
1800,B,15,2020-12-22T05:25:23-05:00[America/New_York],2020-12-22T05:25:38-05:00[America/New_York],Yes,2020-12-22,19523,Tuesday
1800,<A>,106,2020-12-22T05:25:38-05:00[America/New_York],2020-12-22T05:27:24-05:00[America/New_York],NA,2020-12-22,19538,Tuesday
1800,B,15,2020-12-22T05:27:24-05:00[America/New_York],2020-12-22T05:27:39-05:00[America/New_York],Yes,2020-12-22,19644,Tuesday
1800,<A>,414,2020-12-22T05:27:39-05:00[America/New_York],2020-12-22T05:34:33-05:00[America/New_York],Yes,2020-12-22,19659,Tuesday
1800,B,15,2020-12-22T05:34:33-05:00[America/New_York],2020-12-22T05:34:48-05:00[America/New_York],Yes,2020-12-22,20073,Tuesday
1800,<A>,94,2020-12-22T05:34:48-05:00[America/New_York],2020-12-22T05:36:22-05:00[America/New_York],NA,2020-12-22,20088,Tuesday
1800,B,15,2020-12-22T05:36:22-05:00[America/New_York],2020-12-22T05:36:37-05:00[America/New_York],Yes,2020-12-22,20182,Tuesday
1800,<A>,94,2020-12-22T05:36:37-05:00[America/New_York],2020-12-22T05:38:11-05:00[America/New_York],NA,2020-12-22,20197,Tuesday
1800,B,15,2020-12-22T05:38:11-05:00[America/New_York],2020-12-22T05:38:26-05:00[America/New_York],Yes,2020-12-22,20291,Tuesday
1800,<A>,78,2020-12-22T05:38:26-05:00[America/New_York],2020-12-22T05:39:44-05:00[America/New_York],Yes,2020-12-22,20306,Tuesday
1800,B,15,2020-12-22T05:39:44-05:00[America/New_York],2020-12-22T05:39:59-05:00[America/New_York],Yes,2020-12-22,20384,Tuesday
1800,<A>,257,2020-12-22T05:39:59-05:00[America/New_York],2020-12-22T05:44:16-05:00[America/New_York],Yes,2020-12-22,20399,Tuesday
1800,B,18,2020-12-22T05:44:16-05:00[America/New_York],2020-12-22T05:44:34-05:00[America/New_York],Yes,2020-12-22,20656,Tuesday
1800,<A>,205,2020-12-22T05:44:34-05:00[America/New_York],2020-12-22T05:47:59-05:00[America/New_York],NA,2020-12-22,20674,Tuesday
1800,B,17,2020-12-22T05:47:59-05:00[America/New_York],2020-12-22T05:48:16-05:00[America/New_York],Yes,2020-12-22,20879,Tuesday
1800,<A>,387,2020-12-22T05:48:16-05:00[America/New_York],2020-12-22T05:54:43-05:00[America/New_York],NA,2020-12-22,20896,Tuesday
1800,B,15,2020-12-22T05:54:43-05:00[America/New_York],2020-12-22T05:54:58-05:00[America/New_York],Yes,2020-12-22,21283,Tuesday
1800,<A>,106,2020-12-22T05:54:58-05:00[America/New_York],2020-12-22T05:56:44-05:00[America/New_York],NA,2020-12-22,21298,Tuesday
1800,B,15,2020-12-22T05:56:44-05:00[America/New_York],2020-12-22T05:56:59-05:00[America/New_York],Yes,2020-12-22,21404,Tuesday
1800,<A>,52,2020-12-22T05:56:59-05:00[America/New_York],2020-12-22T05:57:51-05:00[America/New_York],Yes,2020-12-22,21419,Tuesday
1800,B,16,2020-12-22T05:57:51-05:00[America/New_York],2020-12-22T05:58:07-05:00[America/New_York],Yes,2020-12-22,21471,Tuesday
1800,<A>,177,2020-12-22T05:58:07-05:00[America/New_York],2020-12-22T06:01:04-05:00[America/New_York],NA,2020-12-22,21487,Tuesday
1800,B,17,2020-12-22T06:01:04-05:00[America/New_York],2020-12-22T06:01:21-05:00[America/New_York],Yes,2020-12-22,21664,Tuesday
1800,<A>,72,2020-12-22T06:01:21-05:00[America/New_York],2020-12-22T06:02:33-05:00[America/New_York],Yes,2020-12-22,21681,Tuesday
1800,B,15,2020-12-22T06:02:33-05:00[America/New_York],2020-12-22T06:02:48-05:00[America/New_York],Yes,2020-12-22,21753,Tuesday
1800,<A>,57,2020-12-22T06:02:48-05:00[America/New_York],2020-12-22T06:03:45-05:00[America/New_York],Yes,2020-12-22,21768,Tuesday
1800,B,17,2020-12-22T06:03:45-05:00[America/New_York],2020-12-22T06:04:02-05:00[America/New_York],Yes,2020-12-22,21825,Tuesday
