Site,Phase,Duration (s),Start,End,Gapped,date,start_time,day
1800,<A>,358,2021-01-17T00:01:31-05:00[America/New_York],2021-01-17T00:07:29-05:00[America/New_York],NA,2021-01-17,91,Sunday
1800,B,15,2021-01-17T00:07:29-05:00[America/New_York],2021-01-17T00:07:44-05:00[America/New_York],Yes,2021-01-17,449,Sunday
1800,<A>,157,2021-01-17T00:07:44-05:00[America/New_York],2021-01-17T00:10:21-05:00[America/New_York],Yes,2021-01-17,464,Sunday
1800,B,15,2021-01-17T00:10:21-05:00[America/New_York],2021-01-17T00:10:36-05:00[America/New_York],Yes,2021-01-17,621,Sunday
1800,<A>,69,2021-01-17T00:10:36-05:00[America/New_York],2021-01-17T00:11:45-05:00[America/New_York],Yes,2021-01-17,636,Sunday
1800,B,15,2021-01-17T00:11:45-05:00[America/New_York],2021-01-17T00:12:00-05:00[America/New_York],Yes,2021-01-17,705,Sunday
1800,<A>,332,2021-01-17T00:12:00-05:00[America/New_York],2021-01-17T00:17:32-05:00[America/New_York],Yes,2021-01-17,720,Sunday
1800,B,17,2021-01-17T00:17:32-05:00[America/New_York],2021-01-17T00:17:49-05:00[America/New_York],Yes,2021-01-17,1052,Sunday
1800,<A>,259,2021-01-17T00:17:49-05:00[America/New_York],2021-01-17T00:22:08-05:00[America/New_York],Yes,2021-01-17,1069,Sunday
1800,B,15,2021-01-17T00:22:08-05:00[America/New_York],2021-01-17T00:22:23-05:00[America/New_York],Yes,2021-01-17,1328,Sunday
1800,<A>,214,2021-01-17T00:22:23-05:00[America/New_York],2021-01-17T00:25:57-05:00[America/New_York],Yes,2021-01-17,1343,Sunday
1800,B,15,2021-01-17T00:25:57-05:00[America/New_York],2021-01-17T00:26:12-05:00[America/New_York],Yes,2021-01-17,1557,Sunday
1800,<A>,799,2021-01-17T00:26:12-05:00[America/New_York],2021-01-17T00:39:31-05:00[America/New_York],Yes,2021-01-17,1572,Sunday
1800,B,18,2021-01-17T00:39:31-05:00[America/New_York],2021-01-17T00:39:49-05:00[America/New_York],Yes,2021-01-17,2371,Sunday
1800,<A>,721,2021-01-17T00:39:49-05:00[America/New_York],2021-01-17T00:51:50-05:00[America/New_York],Yes,2021-01-17,2389,Sunday
1800,B,16,2021-01-17T00:51:50-05:00[America/New_York],2021-01-17T00:52:06-05:00[America/New_York],Yes,2021-01-17,3110,Sunday
1800,<A>,34,2021-01-17T00:52:06-05:00[America/New_York],2021-01-17T00:52:40-05:00[America/New_York],Yes,2021-01-17,3126,Sunday
1800,B,15,2021-01-17T00:52:40-05:00[America/New_York],2021-01-17T00:52:55-05:00[America/New_York],Yes,2021-01-17,3160,Sunday
1800,<A>,1072,2021-01-17T00:52:55-05:00[America/New_York],2021-01-17T01:10:47-05:00[America/New_York],Yes,2021-01-17,3175,Sunday
1800,B,16,2021-01-17T01:10:47-05:00[America/New_York],2021-01-17T01:11:03-05:00[America/New_York],Yes,2021-01-17,4247,Sunday
1800,<A>,224,2021-01-17T01:11:03-05:00[America/New_York],2021-01-17T01:14:47-05:00[America/New_York],Yes,2021-01-17,4263,Sunday
1800,B,15,2021-01-17T01:14:47-05:00[America/New_York],2021-01-17T01:15:02-05:00[America/New_York],Yes,2021-01-17,4487,Sunday
1800,<A>,702,2021-01-17T01:15:02-05:00[America/New_York],2021-01-17T01:26:44-05:00[America/New_York],Yes,2021-01-17,4502,Sunday
1800,B,15,2021-01-17T01:26:44-05:00[America/New_York],2021-01-17T01:26:59-05:00[America/New_York],Yes,2021-01-17,5204,Sunday
1800,<A>,231,2021-01-17T01:26:59-05:00[America/New_York],2021-01-17T01:30:50-05:00[America/New_York],Yes,2021-01-17,5219,Sunday
1800,B,15,2021-01-17T01:30:50-05:00[America/New_York],2021-01-17T01:31:05-05:00[America/New_York],Yes,2021-01-17,5450,Sunday
1800,<A>,182,2021-01-17T01:31:05-05:00[America/New_York],2021-01-17T01:34:07-05:00[America/New_York],NA,2021-01-17,5465,Sunday
1800,B,15,2021-01-17T01:34:07-05:00[America/New_York],2021-01-17T01:34:22-05:00[America/New_York],Yes,2021-01-17,5647,Sunday
1800,<A>,1415,2021-01-17T01:34:22-05:00[America/New_York],2021-01-17T01:57:57-05:00[America/New_York],NA,2021-01-17,5662,Sunday
1800,B,15,2021-01-17T01:57:57-05:00[America/New_York],2021-01-17T01:58:12-05:00[America/New_York],Yes,2021-01-17,7077,Sunday
1800,<A>,128,2021-01-17T01:58:12-05:00[America/New_York],2021-01-17T02:00:20-05:00[America/New_York],Yes,2021-01-17,7092,Sunday
1800,B,15,2021-01-17T02:00:20-05:00[America/New_York],2021-01-17T02:00:35-05:00[America/New_York],Yes,2021-01-17,7220,Sunday
1800,<A>,1134,2021-01-17T02:00:35-05:00[America/New_York],2021-01-17T02:19:29-05:00[America/New_York],NA,2021-01-17,7235,Sunday
1800,B,15,2021-01-17T02:19:29-05:00[America/New_York],2021-01-17T02:19:44-05:00[America/New_York],Yes,2021-01-17,8369,Sunday
1800,<A>,1253,2021-01-17T02:19:44-05:00[America/New_York],2021-01-17T02:40:37-05:00[America/New_York],Yes,2021-01-17,8384,Sunday
1800,B,15,2021-01-17T02:40:37-05:00[America/New_York],2021-01-17T02:40:52-05:00[America/New_York],Yes,2021-01-17,9637,Sunday
1800,<A>,1377,2021-01-17T02:40:52-05:00[America/New_York],2021-01-17T03:03:49-05:00[America/New_York],Yes,2021-01-17,9652,Sunday
1800,B,15,2021-01-17T03:03:49-05:00[America/New_York],2021-01-17T03:04:04-05:00[America/New_York],Yes,2021-01-17,11029,Sunday
1800,<A>,1786,2021-01-17T03:04:04-05:00[America/New_York],2021-01-17T03:33:50-05:00[America/New_York],NA,2021-01-17,11044,Sunday
1800,B,15,2021-01-17T03:33:50-05:00[America/New_York],2021-01-17T03:34:05-05:00[America/New_York],Yes,2021-01-17,12830,Sunday
1800,<A>,924,2021-01-17T03:34:05-05:00[America/New_York],2021-01-17T03:49:29-05:00[America/New_York],Yes,2021-01-17,12845,Sunday
1800,B,15,2021-01-17T03:49:29-05:00[America/New_York],2021-01-17T03:49:44-05:00[America/New_York],Yes,2021-01-17,13769,Sunday
1800,<A>,2927,2021-01-17T03:49:44-05:00[America/New_York],2021-01-17T04:38:31-05:00[America/New_York],NA,2021-01-17,13784,Sunday
1800,B,15,2021-01-17T04:38:31-05:00[America/New_York],2021-01-17T04:38:46-05:00[America/New_York],Yes,2021-01-17,16711,Sunday
1800,<A>,1411,2021-01-17T04:38:46-05:00[America/New_York],2021-01-17T05:02:17-05:00[America/New_York],NA,2021-01-17,16726,Sunday
1800,B,15,2021-01-17T05:02:17-05:00[America/New_York],2021-01-17T05:02:32-05:00[America/New_York],Yes,2021-01-17,18137,Sunday
1800,<A>,940,2021-01-17T05:02:32-05:00[America/New_York],2021-01-17T05:18:12-05:00[America/New_York],NA,2021-01-17,18152,Sunday
1800,B,16,2021-01-17T05:18:12-05:00[America/New_York],2021-01-17T05:18:28-05:00[America/New_York],Yes,2021-01-17,19092,Sunday
1800,<A>,433,2021-01-17T05:18:28-05:00[America/New_York],2021-01-17T05:25:41-05:00[America/New_York],Yes,2021-01-17,19108,Sunday
1800,B,15,2021-01-17T05:25:41-05:00[America/New_York],2021-01-17T05:25:56-05:00[America/New_York],Yes,2021-01-17,19541,Sunday
1800,<A>,36,2021-01-17T05:25:56-05:00[America/New_York],2021-01-17T05:26:32-05:00[America/New_York],Yes,2021-01-17,19556,Sunday
1800,B,15,2021-01-17T05:26:32-05:00[America/New_York],2021-01-17T05:26:47-05:00[America/New_York],Yes,2021-01-17,19592,Sunday
1800,<A>,264,2021-01-17T05:26:47-05:00[America/New_York],2021-01-17T05:31:11-05:00[America/New_York],NA,2021-01-17,19607,Sunday
1800,B,15,2021-01-17T05:31:11-05:00[America/New_York],2021-01-17T05:31:26-05:00[America/New_York],Yes,2021-01-17,19871,Sunday
1800,<A>,408,2021-01-17T05:31:26-05:00[America/New_York],2021-01-17T05:38:14-05:00[America/New_York],Yes,2021-01-17,19886,Sunday
1800,B,15,2021-01-17T05:38:14-05:00[America/New_York],2021-01-17T05:38:29-05:00[America/New_York],Yes,2021-01-17,20294,Sunday
1800,<A>,205,2021-01-17T05:38:29-05:00[America/New_York],2021-01-17T05:41:54-05:00[America/New_York],Yes,2021-01-17,20309,Sunday
1800,B,16,2021-01-17T05:41:54-05:00[America/New_York],2021-01-17T05:42:10-05:00[America/New_York],Yes,2021-01-17,20514,Sunday
1800,<A>,34,2021-01-17T05:42:10-05:00[America/New_York],2021-01-17T05:42:44-05:00[America/New_York],Yes,2021-01-17,20530,Sunday
1800,B,15,2021-01-17T05:42:44-05:00[America/New_York],2021-01-17T05:42:59-05:00[America/New_York],Yes,2021-01-17,20564,Sunday
1800,<A>,419,2021-01-17T05:42:59-05:00[America/New_York],2021-01-17T05:49:58-05:00[America/New_York],Yes,2021-01-17,20579,Sunday
1800,B,15,2021-01-17T05:49:58-05:00[America/New_York],2021-01-17T05:50:13-05:00[America/New_York],Yes,2021-01-17,20998,Sunday
1800,<A>,317,2021-01-17T05:50:13-05:00[America/New_York],2021-01-17T05:55:30-05:00[America/New_York],Yes,2021-01-17,21013,Sunday
1800,B,15,2021-01-17T05:55:30-05:00[America/New_York],2021-01-17T05:55:45-05:00[America/New_York],Yes,2021-01-17,21330,Sunday
1800,<A>,119,2021-01-17T05:55:45-05:00[America/New_York],2021-01-17T05:57:44-05:00[America/New_York],Yes,2021-01-17,21345,Sunday
1800,B,15,2021-01-17T05:57:44-05:00[America/New_York],2021-01-17T05:57:59-05:00[America/New_York],Yes,2021-01-17,21464,Sunday
1800,<A>,1365,2021-01-17T05:57:59-05:00[America/New_York],2021-01-17T06:20:44-05:00[America/New_York],Yes,2021-01-17,21479,Sunday
1800,B,15,2021-01-17T06:20:44-05:00[America/New_York],2021-01-17T06:20:59-05:00[America/New_York],Yes,2021-01-17,22844,Sunday
1800,<A>,118,2021-01-17T06:20:59-05:00[America/New_York],2021-01-17T06:22:57-05:00[America/New_York],Yes,2021-01-17,22859,Sunday
1800,B,15,2021-01-17T06:22:57-05:00[America/New_York],2021-01-17T06:23:12-05:00[America/New_York],Yes,2021-01-17,22977,Sunday
1800,<A>,645,2021-01-17T06:23:12-05:00[America/New_York],2021-01-17T06:33:57-05:00[America/New_York],NA,2021-01-17,22992,Sunday
1800,B,15,2021-01-17T06:33:57-05:00[America/New_York],2021-01-17T06:34:12-05:00[America/New_York],Yes,2021-01-17,23637,Sunday
1800,<A>,28,2021-01-17T06:34:12-05:00[America/New_York],2021-01-17T06:34:40-05:00[America/New_York],Yes,2021-01-17,23652,Sunday
1800,B,15,2021-01-17T06:34:40-05:00[America/New_York],2021-01-17T06:34:55-05:00[America/New_York],Yes,2021-01-17,23680,Sunday
1800,<A>,180,2021-01-17T06:34:55-05:00[America/New_York],2021-01-17T06:37:55-05:00[America/New_York],NA,2021-01-17,23695,Sunday
1800,B,15,2021-01-17T06:37:55-05:00[America/New_York],2021-01-17T06:38:10-05:00[America/New_York],Yes,2021-01-17,23875,Sunday
1800,<A>,425,2021-01-17T06:38:10-05:00[America/New_York],2021-01-17T06:45:15-05:00[America/New_York],Yes,2021-01-17,23890,Sunday
1800,B,15,2021-01-17T06:45:15-05:00[America/New_York],2021-01-17T06:45:30-05:00[America/New_York],Yes,2021-01-17,24315,Sunday
1800,<A>,26,2021-01-17T06:45:30-05:00[America/New_York],2021-01-17T06:45:56-05:00[America/New_York],Yes,2021-01-17,24330,Sunday
1800,B,16,2021-01-17T06:45:56-05:00[America/New_York],2021-01-17T06:46:12-05:00[America/New_York],Yes,2021-01-17,24356,Sunday
1800,<A>,579,2021-01-17T06:46:12-05:00[America/New_York],2021-01-17T06:55:51-05:00[America/New_York],NA,2021-01-17,24372,Sunday
1800,B,15,2021-01-17T06:55:51-05:00[America/New_York],2021-01-17T06:56:06-05:00[America/New_York],Yes,2021-01-17,24951,Sunday
1800,<A>,81,2021-01-17T06:56:06-05:00[America/New_York],2021-01-17T06:57:27-05:00[America/New_York],NA,2021-01-17,24966,Sunday
1800,B,15,2021-01-17T06:57:27-05:00[America/New_York],2021-01-17T06:57:42-05:00[America/New_York],Yes,2021-01-17,25047,Sunday
1800,<A>,31,2021-01-17T06:57:42-05:00[America/New_York],2021-01-17T06:58:13-05:00[America/New_York],Yes,2021-01-17,25062,Sunday
1800,B,15,2021-01-17T06:58:13-05:00[America/New_York],2021-01-17T06:58:28-05:00[America/New_York],Yes,2021-01-17,25093,Sunday
1800,<A>,28,2021-01-17T06:58:28-05:00[America/New_York],2021-01-17T06:58:56-05:00[America/New_York],Yes,2021-01-17,25108,Sunday
1800,B,15,2021-01-17T06:58:56-05:00[America/New_York],2021-01-17T06:59:11-05:00[America/New_York],Yes,2021-01-17,25136,Sunday
1800,<A>,46,2021-01-17T06:59:11-05:00[America/New_York],2021-01-17T06:59:57-05:00[America/New_York],Yes,2021-01-17,25151,Sunday
1800,B,15,2021-01-17T06:59:57-05:00[America/New_York],2021-01-17T07:00:12-05:00[America/New_York],Yes,2021-01-17,25197,Sunday
1800,<A>,545,2021-01-17T07:00:12-05:00[America/New_York],2021-01-17T07:09:17-05:00[America/New_York],Yes,2021-01-17,25212,Sunday
1800,B,15,2021-01-17T07:09:17-05:00[America/New_York],2021-01-17T07:09:32-05:00[America/New_York],Yes,2021-01-17,25757,Sunday
1800,<A>,78,2021-01-17T07:09:32-05:00[America/New_York],2021-01-17T07:10:50-05:00[America/New_York],Yes,2021-01-17,25772,Sunday
1800,B,15,2021-01-17T07:10:50-05:00[America/New_York],2021-01-17T07:11:05-05:00[America/New_York],Yes,2021-01-17,25850,Sunday
1800,<A>,110,2021-01-17T07:11:05-05:00[America/New_York],2021-01-17T07:12:55-05:00[America/New_York],Yes,2021-01-17,25865,Sunday
1800,B,15,2021-01-17T07:12:55-05:00[America/New_York],2021-01-17T07:13:10-05:00[America/New_York],Yes,2021-01-17,25975,Sunday
1800,<A>,188,2021-01-17T07:13:10-05:00[America/New_York],2021-01-17T07:16:18-05:00[America/New_York],NA,2021-01-17,25990,Sunday
1800,B,15,2021-01-17T07:16:18-05:00[America/New_York],2021-01-17T07:16:33-05:00[America/New_York],Yes,2021-01-17,26178,Sunday
1800,<A>,89,2021-01-17T07:16:33-05:00[America/New_York],2021-01-17T07:18:02-05:00[America/New_York],NA,2021-01-17,26193,Sunday
1800,B,15,2021-01-17T07:18:02-05:00[America/New_York],2021-01-17T07:18:17-05:00[America/New_York],Yes,2021-01-17,26282,Sunday
1800,<A>,26,2021-01-17T07:18:17-05:00[America/New_York],2021-01-17T07:18:43-05:00[America/New_York],Yes,2021-01-17,26297,Sunday
1800,B,16,2021-01-17T07:18:43-05:00[America/New_York],2021-01-17T07:18:59-05:00[America/New_York],Yes,2021-01-17,26323,Sunday
1800,<A>,33,2021-01-17T07:18:59-05:00[America/New_York],2021-01-17T07:19:32-05:00[America/New_York],Yes,2021-01-17,26339,Sunday
1800,B,15,2021-01-17T07:19:32-05:00[America/New_York],2021-01-17T07:19:47-05:00[America/New_York],Yes,2021-01-17,26372,Sunday
1800,<A>,130,2021-01-17T07:19:47-05:00[America/New_York],2021-01-17T07:21:57-05:00[America/New_York],Yes,2021-01-17,26387,Sunday
1800,B,15,2021-01-17T07:21:57-05:00[America/New_York],2021-01-17T07:22:12-05:00[America/New_York],Yes,2021-01-17,26517,Sunday
1800,<A>,174,2021-01-17T07:22:12-05:00[America/New_York],2021-01-17T07:25:06-05:00[America/New_York],NA,2021-01-17,26532,Sunday
1800,B,17,2021-01-17T07:25:06-05:00[America/New_York],2021-01-17T07:25:23-05:00[America/New_York],Yes,2021-01-17,26706,Sunday
